,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND60,IND61,IND62,IND63,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-381961,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA
JHI-Hv50k-2016-381950,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA
JHI-Hv50k-2016-381710,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB
JHI-Hv50k-2016-381578,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB
M_E_101,AA,AA,BB,-,BB,BB,BB,AA,AA,BB,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,-,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,-,AA,-,-,AA,AA,AA,AA,BB,BB,BB,-,-,-,BB,BB,AA,BB
JHI-Hv50k-2016-381395,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB
JHI-Hv50k-2016-381219,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-380143,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-380476,-,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,-,AA,BB,AA,AA,AA,-,-,BB,BB,AA,-,BB,BB,AA,-,BB,BB,-,AA,BB,AA,BB,-,AA,BB,BB,AA,AA,-,-,-,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
M_E_99,-,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,-,AA,BB,AA,AA,AA,-,BB,BB,BB,AA,BB,BB,-,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,-,AA,BB,BB,AA,BB,-,AA,AA,AA,AA,BB
M_E_100,-,AA,BB,-,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,-,-,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,-,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,-,AA,-,AA,AA,AA,BB,-,AA,BB,-,AA,AA,AA,AA,BB
JHI-Hv50k-2016-379149,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,-
JHI-Hv50k-2016-379147,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,-
JHI-Hv50k-2016-379030,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,-
JHI-Hv50k-2016-378987,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-379500,BB,AA,BB,BB,BB,BB,-,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,-,BB,BB,BB,AA,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,AA,AA,BB,-,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,-
JHI-Hv50k-2016-378880,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378854,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378829,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,-
JHI-Hv50k-2016-378825,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378864,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,BB,AA,-,BB,BB,-,BB,BB,BB,-,-,BB,-,BB,-,-,BB,BB,-,AA,BB,-,-,BB,-,BB,-,AA,-,-,-,-,-,-,BB,BB,AA,BB,-,-,-,BB,-,BB
JHI-Hv50k-2016-378409,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378180,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,-,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,-,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378173,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-378036,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-377995,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,-
JHI-Hv50k-2016-377929,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-377926,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB
JHI-Hv50k-2016-377672,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB
JHI-Hv50k-2016-377329,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB
JHI-Hv50k-2016-377180,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,-,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,-,BB,BB,AA,BB,AA,BB,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB
JHI-Hv50k-2016-377584,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,-,BB,BB,-,-,-,BB,-,BB,BB,-,-,BB,-,AA,BB,BB,-,BB,-,BB,-,AA,AA,-,-,-,-,-,BB,AA,AA,BB,-,-,-,-,BB,BB
JHI-Hv50k-2016-377667,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB
JHI-Hv50k-2016-376061,-,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,-,AA,BB,AA,-,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,-,BB,BB,AA,BB,BB,BB,AA,AA,AA,-,AA,AA,AA,AA,BB,-,AA,BB,AA,AA,AA,-,BB,AA
JHI-Hv50k-2016-376312,BB,AA,BB,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,-,AA,BB,-,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-376166,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374485,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,-,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374701,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374203,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374480,BB,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-375198,AA,AA,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374056,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-374006,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373965,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373963,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373846,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373820,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373816,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373811,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373599,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,-,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373554,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373560,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-373482,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA
JHI-Hv50k-2016-373481,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA
JHI-Hv50k-2016-373484,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,-,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,-,BB,AA,BB,AA,AA,BB,-
JHI-Hv50k-2016-373534,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA
JHI-Hv50k-2016-373104,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-373042,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA
JHI-Hv50k-2016-372848,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,BB,BB,-,BB,AA,AA,BB,AA,AA,BB,AA,BB,-,-,AA,AA,AA,AA,-,-,AA,AA,AA,BB,AA,AA,AA,-,BB,-,BB,BB,AA
