,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND54,IND59,IND60,IND61,IND62,IND63,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
M_E_2,-,BB,BB,AA,AA,AA,AA,BB,BB,BB,AA,-,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,-,AA,AA,AA,AA,-,-,-,AA,AA,BB
JHI-Hv50k-2016-6092,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,-,BB,AA,BB,AA,AA,BB,AA,BB,-,AA,AA,BB,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB
JHI-Hv50k-2016-8710,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,-,BB,AA,BB,AA,AA,-,BB,AA,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA
JHI-Hv50k-2016-51019,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,-,BB,AA,AA,BB,AA,BB,-,-,AA,AA,BB,BB,-,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,-,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,-
JHI-Hv50k-2016-50954,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,-,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA
JHI-Hv50k-2016-51979,BB,BB,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-52321,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,-,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,-,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,-,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-52253,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,-,BB,BB,BB,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,-,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-55854,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,-,BB,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-56239,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,BB,BB,BB,-,BB,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,-,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,-,AA,AA,AA,BB,BB,AA
M_E_53,BB,-,AA,-,BB,AA,-,BB,BB,-,-,BB,BB,BB,-,BB,AA,BB,BB,BB,-,BB,BB,AA,BB,BB,AA,BB,BB,AA,AA,BB,-,-,BB,-,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,-,BB,BB,BB,BB,AA,BB,BB,BB,-,BB,BB,AA,-,BB,BB,AA,BB,AA,BB,AA,-,BB,BB,BB,AA,AA
JHI-Hv50k-2016-67550,-,-,AA,-,BB,-,AA,-,BB,AA,AA,-,BB,BB,AA,BB,BB,-,-,BB,AA,AA,BB,-,BB,-,-,BB,-,-,-,-,-,-,-,-,-,-,-,-,-,BB,AA,AA,BB,-,BB,BB,BB,BB,BB,-,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,-,BB,AA,-,BB,-,-,AA,BB,-,-,-,-
JHI-Hv50k-2016-67559,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA
JHI-Hv50k-2016-67587,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA
JHI-Hv50k-2016-67600,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,-,AA,AA,BB,AA,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA
JHI-Hv50k-2016-67767,AA,AA,-,-,BB,AA,-,-,BB,-,-,-,BB,BB,AA,BB,BB,AA,AA,BB,AA,-,BB,-,BB,-,AA,BB,-,-,AA,-,AA,-,AA,-,-,BB,-,AA,AA,BB,AA,-,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,BB,-,AA,AA,BB,AA,BB,AA,-,BB,-,AA,-,BB,AA,-,-,-
JHI-Hv50k-2016-63893,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,-,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA
JHI-Hv50k-2016-64086,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,-,BB,AA,BB,BB,AA,-,BB,-,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA
JHI-Hv50k-2016-64149,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,BB,BB,AA,BB,BB,AA,-,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA
JHI-Hv50k-2016-65426,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,-,AA,AA,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA
M_E_14,AA,AA,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,BB,AA,BB,-,BB,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,-,BB,AA,AA,AA,AA
JHI-Hv50k-2016-71369,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,BB,-,AA,AA,BB,AA,-,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-72947,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,-,BB,AA,AA,AA,BB,AA,AA,BB,-,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,-,-,AA,AA,AA,AA,-,BB,AA,AA,BB,-,-,AA,AA,-,AA,-,BB,AA,-,AA,BB,AA,AA,AA,-,AA,AA,AA,AA,AA,AA,AA,AA,-,BB,-
JHI-Hv50k-2016-72497,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,-,AA,AA,AA,BB,AA,AA,BB,AA,-,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-72545,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-72504,AA,AA,AA,AA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,AA,AA,AA,-,AA,AA,AA,AA,BB,-,-,BB,BB,BB,AA,AA,AA,-,BB,AA,-,BB,AA,-,-,-,-,BB,AA,AA,AA,AA,AA,-,AA,-,BB,BB,AA
JHI-Hv50k-2016-72315,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,BB,-,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,AA,AA,AA,AA,AA,-,AA,AA,AA,-,AA,AA,BB,AA,AA,BB,BB,BB,-,-,AA,AA,BB,AA,AA,BB,AA,-,AA,AA,AA,BB,AA,AA,-,AA,AA,AA,AA,AA,BB,BB,AA
M_E_17,AA,AA,-,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,-,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,AA,AA,AA,AA
JHI-Hv50k-2016-77334,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,-,-,BB,AA,AA,AA,-,BB,BB,AA,BB,BB,AA,AA,-,AA,AA,BB,BB,AA,BB,AA,-,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,-
JHI-Hv50k-2016-77388,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,-,BB,AA,AA,AA,-,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA
JHI-Hv50k-2016-77560,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,-,BB,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-77522,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,-,BB,AA,AA,AA,AA,-,-,-,BB,AA,AA,AA,-,BB,BB,AA,BB,BB,AA,AA,-,BB,AA,BB,BB,AA,BB,-,-,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-77491,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,AA,AA,-,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-77605,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,-,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,AA,BB,-,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA
JHI-Hv50k-2016-78532,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,BB,-,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,-,AA,AA,BB,AA,AA,AA,AA,-,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,AA,BB,AA
JHI-Hv50k-2016-79374,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,BB,AA,AA,BB,AA,BB,AA
JHI-Hv50k-2016-79404,AA,AA,AA,AA,BB,BB,AA,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,-,AA,AA,BB,AA,AA,BB,AA,BB,AA
M_E_22,-,AA,AA,-,BB,BB,AA,-,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,-,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,BB,AA,AA,BB,-,AA,-,AA,BB,AA
M_E_20,-,AA,AA,-,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,-,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,AA,AA,BB,-,AA,-,AA,BB,AA
M_E_19,-,AA,AA,-,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,-,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,BB,AA,AA,BB,AA,AA,BB,AA,AA,AA,AA,-,-,AA,BB,BB,AA,AA,AA,AA,BB,-,AA,-,AA,BB,AA
M_E_18,AA,AA,AA,-,-,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,-,BB,AA,AA,AA,AA,-,AA,AA,BB,AA,AA,AA,AA,-,BB,AA,BB,-,AA,AA,BB,AA,AA,BB,AA,AA,-,AA,AA,BB,-,BB,-,AA,AA,AA,AA,BB,-,AA,AA,AA,-,AA
JHI-Hv50k-2016-93366,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,-,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,-,BB,AA,BB,AA,BB,AA,AA,-,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-91754,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-91961,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,-,BB,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-91245,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,-,AA,BB,AA,BB,BB,-,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,-
JHI-Hv50k-2016-91257,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,-,BB,BB,BB,AA,-,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,-
JHI-Hv50k-2016-91167,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,-,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,-,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,BB
JHI-Hv50k-2016-90688,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,-,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,-,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,-
JHI-Hv50k-2016-90896,BB,AA,BB,AA,BB,BB,AA,AA,BB,BB,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,-,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,-
JHI-Hv50k-2016-92462,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,-,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,AA,-,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,-
JHI-Hv50k-2016-92202,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,BB,BB,BB,AA,BB,AA,BB,-,-,BB,BB,BB,AA,-,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,-
JHI-Hv50k-2016-99229,-,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,-,-,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,-,BB,-,-,AA,BB,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,AA,AA,BB,-
JHI-Hv50k-2016-99004,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,AA,-,BB,BB,BB,AA,-,BB,BB,AA,BB,AA,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,-,BB,AA,AA,-,AA,AA,AA,AA,BB,AA,AA,-,AA,BB,-
M_E_23,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB,-,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,-,AA,AA,AA,-,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,AA,AA,AA,-,BB,-,AA,-,-,BB,-
JHI-Hv50k-2016-100214,BB,-,BB,AA,BB,BB,BB,-,BB,-,BB,-,BB,BB,BB,BB,-,-,AA,BB,BB,BB,BB,BB,-,BB,BB,BB,AA,BB,AA,BB,BB,AA,BB,AA,BB,-,BB,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,AA,-,AA,BB,AA,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,BB,AA,AA,AA,BB,-
JHI-Hv50k-2016-104058,BB,AA,BB,AA,BB,BB,-,AA,BB,AA,BB,AA,-,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,-
JHI-Hv50k-2016-103929,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,-,AA,-,AA,-,AA,AA,-,-,-,AA,BB,-,-,-,-,AA,AA,AA,BB,-,AA,AA,AA,-,AA,AA,BB,-,AA,AA,-,AA,AA,AA,BB,-,AA,AA,AA,-,-,-
JHI-Hv50k-2016-104059,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,BB,BB,BB,AA,-,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,-,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,BB,-
