mrk.1,mrk.2,R2,diff.dist,LG,delta.bp
S01_56756596,S01_1775088,NA,54981508,lg.1,54.981508
S01_1775088,S01_56756639,0.13387950596506845,54981551,lg.1,54.981551
S01_56756639,S01_1775088,NA,54981551,lg.1,54.981551
S01_1818820,S01_56812275,0.06962627832448359,54993455,lg.1,54.993455
S01_56812275,S01_1818820,NA,54993455,lg.1,54.993455
S01_1818795,S01_56812275,0.031142692363717677,54993480,lg.1,54.99348
S01_56812275,S01_1818795,NA,54993480,lg.1,54.99348
S01_1818820,S01_56812323,6.282936806741488e-4,54993503,lg.1,54.993503
S01_56812323,S01_1818820,NA,54993503,lg.1,54.993503
S01_1818820,S01_56812335,0.0025058261109245647,54993515,lg.1,54.993515
S01_56812335,S01_1818820,NA,54993515,lg.1,54.993515
S01_1818795,S01_56812323,9.113367519644048e-4,54993528,lg.1,54.993528
S01_56812323,S01_1818795,NA,54993528,lg.1,54.993528
S01_1818795,S01_56812335,8.82550505613924e-4,54993540,lg.1,54.99354
S01_56812335,S01_1818795,NA,54993540,lg.1,54.99354
S01_1818820,S01_56812735,7.234653286965023e-4,54993915,lg.1,54.993915
S01_56812735,S01_1818820,NA,54993915,lg.1,54.993915
S01_1818795,S01_56812735,5.2382915020003764e-5,54993940,lg.1,54.99394
S01_56812735,S01_1818795,NA,54993940,lg.1,54.99394
S01_1501284,S01_56497079,5.620926533890791e-4,54995795,lg.1,54.995795
S01_56497079,S01_1501284,NA,54995795,lg.1,54.995795
S01_1814915,S01_56812275,0.034009146191307765,54997360,lg.1,54.99736
S01_56812275,S01_1814915,NA,54997360,lg.1,54.99736
S01_1814915,S01_56812323,0.0013623818172238437,54997408,lg.1,54.997408
S01_56812323,S01_1814915,NA,54997408,lg.1,54.997408
S01_1814915,S01_56812335,0.01762208939486329,54997420,lg.1,54.99742
S01_56812335,S01_1814915,NA,54997420,lg.1,54.99742
S01_1814915,S01_56812735,0.005041182068251554,54997820,lg.1,54.99782
S01_56812735,S01_1814915,NA,54997820,lg.1,54.99782
S01_1775088,S01_56782521,3.203367294557387e-4,55007433,lg.1,55.007433
S01_56782521,S01_1775088,NA,55007433,lg.1,55.007433
S01_1775088,S01_56782528,3.203367294557387e-4,55007440,lg.1,55.00744
S01_56782528,S01_1775088,NA,55007440,lg.1,55.00744
S01_1775088,S01_56782542,3.203367294557387e-4,55007454,lg.1,55.007454
S01_56782542,S01_1775088,NA,55007454,lg.1,55.007454
S01_683307,S01_55692513,0.0032619008829391513,55009206,lg.1,55.009206
S01_55692513,S01_683307,NA,55009206,lg.1,55.009206
S01_1501284,S01_56514285,0.022453000286719153,55013001,lg.1,55.013001
S01_56514285,S01_1501284,NA,55013001,lg.1,55.013001
S01_1482537,S01_56497079,0.0017312772007743202,55014542,lg.1,55.014542
S01_56497079,S01_1482537,NA,55014542,lg.1,55.014542
S01_1482512,S01_56497079,0.0017312772007743202,55014567,lg.1,55.014567
S01_56497079,S01_1482512,NA,55014567,lg.1,55.014567
S01_1501284,S01_56521310,0.016197759122806323,55020026,lg.1,55.020026
S01_56521310,S01_1501284,NA,55020026,lg.1,55.020026
S01_669257,S01_55692513,0.006976868231114403,55023256,lg.1,55.023256
S01_55692513,S01_669257,NA,55023256,lg.1,55.023256
S01_1482537,S01_56514285,0.011151810897827486,55031748,lg.1,55.031748
S01_56514285,S01_1482537,NA,55031748,lg.1,55.031748
S01_1482512,S01_56514285,0.011151810897827486,55031773,lg.1,55.031773
S01_56514285,S01_1482512,NA,55031773,lg.1,55.031773
S01_1775088,S01_56812275,0.06563960005873631,55037187,lg.1,55.037187
S01_56812275,S01_1775088,NA,55037187,lg.1,55.037187
S01_1775088,S01_56812323,0.08099708121145728,55037235,lg.1,55.037235
S01_56812323,S01_1775088,NA,55037235,lg.1,55.037235
S01_1775088,S01_56812335,0.02366283510145592,55037247,lg.1,55.037247
S01_56812335,S01_1775088,NA,55037247,lg.1,55.037247
S01_1775088,S01_56812735,0.014900625393104463,55037647,lg.1,55.037647
S01_56812735,S01_1775088,NA,55037647,lg.1,55.037647
S01_1482537,S01_56521310,0.014376005032166508,55038773,lg.1,55.038773
S01_56521310,S01_1482537,NA,55038773,lg.1,55.038773
S01_1482512,S01_56521310,0.014376005032166508,55038798,lg.1,55.038798
S01_56521310,S01_1482512,NA,55038798,lg.1,55.038798
S01_839570,S01_55879240,0.027842948573806325,55039670,lg.1,55.03967
S01_55879240,S01_839570,NA,55039670,lg.1,55.03967
S01_651047,S01_55692513,8.265805712694477e-5,55041466,lg.1,55.041466
S01_55692513,S01_651047,NA,55041466,lg.1,55.041466
S01_827682,S01_55879240,0.009044551601623834,55051558,lg.1,55.051558
S01_55879240,S01_827682,NA,55051558,lg.1,55.051558
S01_1701388,S01_56756596,3.4754572149884303e-4,55055208,lg.1,55.055208
S01_56756596,S01_1701388,NA,55055208,lg.1,55.055208
S01_1701388,S01_56756639,0.006104809594177671,55055251,lg.1,55.055251
S01_56756639,S01_1701388,NA,55055251,lg.1,55.055251
S01_1501284,S01_56561984,0.02454321961066083,55060700,lg.1,55.0607
S01_56561984,S01_1501284,NA,55060700,lg.1,55.0607
S01_1433706,S01_56497079,0.02306423164760261,55063373,lg.1,55.063373
S01_56497079,S01_1433706,NA,55063373,lg.1,55.063373
S01_156650,S01_55221804,0.005320574090892812,55065154,lg.1,55.065154
S01_55221804,S01_156650,NA,55065154,lg.1,55.065154
S01_1314461,S01_56381361,9.697433482883077e-4,55066900,lg.1,55.0669
S01_56381361,S01_1314461,NA,55066900,lg.1,55.0669
S01_811792,S01_55879240,0.0027667509391256727,55067448,lg.1,55.067448
S01_55879240,S01_811792,NA,55067448,lg.1,55.067448
S01_153541,S01_55221804,0.007425010530529527,55068263,lg.1,55.068263
S01_55221804,S01_153541,NA,55068263,lg.1,55.068263
S01_955471,S01_56025102,0.004377743492516944,55069631,lg.1,55.069631
S01_56025102,S01_955471,NA,55069631,lg.1,55.069631
S01_955453,S01_56025102,0.004377743492516944,55069649,lg.1,55.069649
S01_56025102,S01_955453,NA,55069649,lg.1,55.069649
S01_156650,S01_55230333,0.0034664026448820388,55073683,lg.1,55.073683
S01_55230333,S01_156650,NA,55073683,lg.1,55.073683
S01_156650,S01_55230421,5.683385100820226e-4,55073771,lg.1,55.073771
S01_55230421,S01_156650,NA,55073771,lg.1,55.073771
S01_156650,S01_55230498,0.05035550397931758,55073848,lg.1,55.073848
S01_55230498,S01_156650,NA,55073848,lg.1,55.073848
S01_153541,S01_55230333,7.84562027553674e-4,55076792,lg.1,55.076792
S01_55230333,S01_153541,NA,55076792,lg.1,55.076792
S01_153541,S01_55230421,0.006063270801641871,55076880,lg.1,55.07688
S01_55230421,S01_153541,NA,55076880,lg.1,55.07688
S01_153541,S01_55230498,0.012809225880789888,55076957,lg.1,55.076957
S01_55230498,S01_153541,NA,55076957,lg.1,55.076957
S01_156650,S01_55234883,0.01228099253014655,55078233,lg.1,55.078233
S01_55234883,S01_156650,NA,55078233,lg.1,55.078233
S01_1482537,S01_56561984,0.0025781418472651824,55079447,lg.1,55.079447
S01_56561984,S01_1482537,NA,55079447,lg.1,55.079447
S01_1482512,S01_56561984,0.0025781418472651824,55079472,lg.1,55.079472
S01_56561984,S01_1482512,NA,55079472,lg.1,55.079472
S01_1433706,S01_56514285,0.022070391685622033,55080579,lg.1,55.080579
S01_56514285,S01_1433706,NA,55080579,lg.1,55.080579
S01_1701388,S01_56782521,0.007950386067229335,55081133,lg.1,55.081133
S01_56782521,S01_1701388,NA,55081133,lg.1,55.081133
S01_1701388,S01_56782528,0.007950386067229335,55081140,lg.1,55.08114
S01_56782528,S01_1701388,NA,55081140,lg.1,55.08114
S01_1701388,S01_56782542,0.007950386067229335,55081154,lg.1,55.081154
S01_56782542,S01_1701388,NA,55081154,lg.1,55.081154
S01_153541,S01_55234883,0.0015402285383679067,55081342,lg.1,55.081342
S01_55234883,S01_153541,NA,55081342,lg.1,55.081342
S01_1433706,S01_56521310,0.04465440485391166,55087604,lg.1,55.087604
S01_56521310,S01_1433706,NA,55087604,lg.1,55.087604
S01_598334,S01_55692513,0.008018709243416767,55094179,lg.1,55.094179
S01_55692513,S01_598334,NA,55094179,lg.1,55.094179
S01_156650,S01_55251501,0.025349559521183007,55094851,lg.1,55.094851
S01_55251501,S01_156650,NA,55094851,lg.1,55.094851
S01_153541,S01_55251501,0.02153542461728484,55097960,lg.1,55.09796
S01_55251501,S01_153541,NA,55097960,lg.1,55.09796
S01_1501284,S01_56603301,0.0032358596085542463,55102017,lg.1,55.102017
S01_56603301,S01_1501284,NA,55102017,lg.1,55.102017
S01_1501284,S01_56603303,0.0032358596085542463,55102019,lg.1,55.102019
S01_56603303,S01_1501284,NA,55102019,lg.1,55.102019
S01_1701388,S01_56812275,0.07254011769594963,55110887,lg.1,55.110887
S01_56812275,S01_1701388,NA,55110887,lg.1,55.110887
S01_1701388,S01_56812323,0.0030066330515058086,55110935,lg.1,55.110935
S01_56812323,S01_1701388,NA,55110935,lg.1,55.110935
S01_1701388,S01_56812335,0.0041599266782439736,55110947,lg.1,55.110947
S01_56812335,S01_1701388,NA,55110947,lg.1,55.110947
S01_1701388,S01_56812735,0.01414792680851951,55111347,lg.1,55.111347
S01_56812735,S01_1701388,NA,55111347,lg.1,55.111347
S01_156650,S01_55269660,0.01562652895289573,55113010,lg.1,55.11301
S01_55269660,S01_156650,NA,55113010,lg.1,55.11301
S01_153541,S01_55269660,0.012489107637714152,55116119,lg.1,55.116119
S01_55269660,S01_153541,NA,55116119,lg.1,55.116119
S01_1482537,S01_56603301,5.338917254223672e-4,55120764,lg.1,55.120764
S01_56603301,S01_1482537,NA,55120764,lg.1,55.120764
S01_1482537,S01_56603303,5.338917254223672e-4,55120766,lg.1,55.120766
S01_56603303,S01_1482537,NA,55120766,lg.1,55.120766
S01_1482512,S01_56603301,5.338917254223672e-4,55120789,lg.1,55.120789
S01_56603301,S01_1482512,NA,55120789,lg.1,55.120789
S01_1482512,S01_56603303,5.338917254223672e-4,55120791,lg.1,55.120791
S01_56603303,S01_1482512,NA,55120791,lg.1,55.120791
S01_1433706,S01_56561984,0.02467950082773679,55128278,lg.1,55.128278
S01_56561984,S01_1433706,NA,55128278,lg.1,55.128278
S01_1501284,S01_56670080,0.0033065566205727364,55168796,lg.1,55.168796
S01_56670080,S01_1501284,NA,55168796,lg.1,55.168796
S01_1501284,S01_56670116,0.0033065566205727364,55168832,lg.1,55.168832
S01_56670116,S01_1501284,NA,55168832,lg.1,55.168832
S01_1433706,S01_56603301,0.011257131010071714,55169595,lg.1,55.169595
S01_56603301,S01_1433706,NA,55169595,lg.1,55.169595
S01_1433706,S01_56603303,0.011257131010071714,55169597,lg.1,55.169597
S01_56603303,S01_1433706,NA,55169597,lg.1,55.169597
S01_1314461,S01_56497079,1.6458707233784324e-5,55182618,lg.1,55.182618
S01_56497079,S01_1314461,NA,55182618,lg.1,55.182618
S01_839570,S01_56025102,0.003741090194665651,55185532,lg.1,55.185532
S01_56025102,S01_839570,NA,55185532,lg.1,55.185532
S01_1482537,S01_56670080,0.004077148617884127,55187543,lg.1,55.187543
S01_56670080,S01_1482537,NA,55187543,lg.1,55.187543
S01_1482512,S01_56670080,0.004077148617884127,55187568,lg.1,55.187568
S01_56670080,S01_1482512,NA,55187568,lg.1,55.187568
S01_1482537,S01_56670116,0.004077148617884127,55187579,lg.1,55.187579
S01_56670116,S01_1482537,NA,55187579,lg.1,55.187579
S01_1482512,S01_56670116,0.004077148617884127,55187604,lg.1,55.187604
S01_56670116,S01_1482512,NA,55187604,lg.1,55.187604
S01_683307,S01_55879240,0.004244021750892283,55195933,lg.1,55.195933
S01_55879240,S01_683307,NA,55195933,lg.1,55.195933
S01_827682,S01_56025102,0.028124125396727883,55197420,lg.1,55.19742
S01_56025102,S01_827682,NA,55197420,lg.1,55.19742
S01_1314461,S01_56514285,4.7841765361789497e-4,55199824,lg.1,55.199824
S01_56514285,S01_1314461,NA,55199824,lg.1,55.199824
S01_1314461,S01_56521310,0.00838977756955285,55206849,lg.1,55.206849
S01_56521310,S01_1314461,NA,55206849,lg.1,55.206849
S01_669257,S01_55879240,0.007216593792535408,55209983,lg.1,55.209983
S01_55879240,S01_669257,NA,55209983,lg.1,55.209983
S01_811792,S01_56025102,0.002937567101603756,55213310,lg.1,55.21331
S01_56025102,S01_811792,NA,55213310,lg.1,55.21331
S01_469982,S01_55692513,0.044693913074695356,55222531,lg.1,55.222531
S01_55692513,S01_469982,NA,55222531,lg.1,55.222531
S01_651047,S01_55879240,0.031234070577028757,55228193,lg.1,55.228193
S01_55879240,S01_651047,NA,55228193,lg.1,55.228193
S01_1433706,S01_56670080,0.02406045293658957,55236374,lg.1,55.236374
S01_56670080,S01_1433706,NA,55236374,lg.1,55.236374
S01_1433706,S01_56670116,0.02406045293658957,55236410,lg.1,55.23641
S01_56670116,S01_1433706,NA,55236410,lg.1,55.23641
S01_455187,S01_55692513,5.651018961395002e-4,55237326,lg.1,55.237326
S01_55692513,S01_455187,NA,55237326,lg.1,55.237326
S01_1314461,S01_56561984,0.0015719113927940744,55247523,lg.1,55.247523
S01_56561984,S01_1314461,NA,55247523,lg.1,55.247523
S01_1501284,S01_56756596,0.03921383887837918,55255312,lg.1,55.255312000000004
S01_56756596,S01_1501284,NA,55255312,lg.1,55.255312000000004
S01_1501284,S01_56756639,0.041416516589774875,55255355,lg.1,55.255355
S01_56756639,S01_1501284,NA,55255355,lg.1,55.255355
S01_1482537,S01_56756596,0.003298867573646233,55274059,lg.1,55.274059
S01_56756596,S01_1482537,NA,55274059,lg.1,55.274059
S01_1482512,S01_56756596,0.003298867573646233,55274084,lg.1,55.274084
S01_56756596,S01_1482512,NA,55274084,lg.1,55.274084
S01_1482537,S01_56756639,0.024014382192186,55274102,lg.1,55.274102
S01_56756639,S01_1482537,NA,55274102,lg.1,55.274102
S01_1482512,S01_56756639,0.024014382192186,55274127,lg.1,55.274127
S01_56756639,S01_1482512,NA,55274127,lg.1,55.274127
S01_598334,S01_55879240,0.001095745780536143,55280906,lg.1,55.280906
S01_55879240,S01_598334,NA,55280906,lg.1,55.280906
S01_1501284,S01_56782521,0.007083553940188436,55281237,lg.1,55.281237
S01_56782521,S01_1501284,NA,55281237,lg.1,55.281237
S01_1501284,S01_56782528,0.007083553940188436,55281244,lg.1,55.281244
S01_56782528,S01_1501284,NA,55281244,lg.1,55.281244
S01_1501284,S01_56782542,0.007083553940188436,55281258,lg.1,55.281258
S01_56782542,S01_1501284,NA,55281258,lg.1,55.281258
S01_1314461,S01_56603301,0.02533677146222665,55288840,lg.1,55.28884
S01_56603301,S01_1314461,NA,55288840,lg.1,55.28884
S01_1314461,S01_56603303,0.02533677146222665,55288842,lg.1,55.288842
S01_56603303,S01_1314461,NA,55288842,lg.1,55.288842
S01_393862,S01_55692513,0.005252276654361502,55298651,lg.1,55.298651
S01_55692513,S01_393862,NA,55298651,lg.1,55.298651
S01_1482537,S01_56782521,0.01199931071176508,55299984,lg.1,55.299984
S01_56782521,S01_1482537,NA,55299984,lg.1,55.299984
S01_1482537,S01_56782528,0.01199931071176508,55299991,lg.1,55.299991
S01_56782528,S01_1482537,NA,55299991,lg.1,55.299991
S01_1482537,S01_56782542,0.01199931071176508,55300005,lg.1,55.300005
S01_56782542,S01_1482537,NA,55300005,lg.1,55.300005
S01_1482512,S01_56782521,0.01199931071176508,55300009,lg.1,55.300009
S01_56782521,S01_1482512,NA,55300009,lg.1,55.300009
S01_1482512,S01_56782528,0.01199931071176508,55300016,lg.1,55.300016
S01_56782528,S01_1482512,NA,55300016,lg.1,55.300016
S01_1482512,S01_56782542,0.01199931071176508,55300030,lg.1,55.30003
S01_56782542,S01_1482512,NA,55300030,lg.1,55.30003
S01_385095,S01_55692513,0.06145644994847775,55307418,lg.1,55.307418
S01_55692513,S01_385095,NA,55307418,lg.1,55.307418
S01_385049,S01_55692513,0.1349356735745811,55307464,lg.1,55.307464
S01_55692513,S01_385049,NA,55307464,lg.1,55.307464
S01_382258,S01_55692513,4.886671779074977e-4,55310255,lg.1,55.310255
S01_55692513,S01_382258,NA,55310255,lg.1,55.310255
S01_1501284,S01_56812275,0.016978348314400322,55310991,lg.1,55.310991
S01_56812275,S01_1501284,NA,55310991,lg.1,55.310991
S01_1501284,S01_56812323,1.0443852100895672e-5,55311039,lg.1,55.311039
S01_56812323,S01_1501284,NA,55311039,lg.1,55.311039
S01_1501284,S01_56812335,1.6224094324790257e-4,55311051,lg.1,55.311051
S01_56812335,S01_1501284,NA,55311051,lg.1,55.311051
S01_1501284,S01_56812735,5.19613138641408e-4,55311451,lg.1,55.311451
S01_56812735,S01_1501284,NA,55311451,lg.1,55.311451
S01_378527,S01_55692513,0.048007089919701505,55313986,lg.1,55.313986
S01_55692513,S01_378527,NA,55313986,lg.1,55.313986
S01_1433706,S01_56756596,0.004782392314903824,55322890,lg.1,55.32289
S01_56756596,S01_1433706,NA,55322890,lg.1,55.32289
S01_1433706,S01_56756639,0.056684920632975026,55322933,lg.1,55.322933
S01_56756639,S01_1433706,NA,55322933,lg.1,55.322933
S01_1482537,S01_56812275,0.046326662316823995,55329738,lg.1,55.329738
S01_56812275,S01_1482537,NA,55329738,lg.1,55.329738
S01_1482512,S01_56812275,0.046326662316823995,55329763,lg.1,55.329763
S01_56812275,S01_1482512,NA,55329763,lg.1,55.329763
S01_1482537,S01_56812323,4.362319877324548e-4,55329786,lg.1,55.329786
S01_56812323,S01_1482537,NA,55329786,lg.1,55.329786
S01_1482537,S01_56812335,0.002649513693768629,55329798,lg.1,55.329798
S01_56812335,S01_1482537,NA,55329798,lg.1,55.329798
S01_1482512,S01_56812323,4.362319877324548e-4,55329811,lg.1,55.329811
S01_56812323,S01_1482512,NA,55329811,lg.1,55.329811
S01_1482512,S01_56812335,0.002649513693768629,55329823,lg.1,55.329823
S01_56812335,S01_1482512,NA,55329823,lg.1,55.329823
S01_1482537,S01_56812735,1.371150588102059e-5,55330198,lg.1,55.330198
S01_56812735,S01_1482537,NA,55330198,lg.1,55.330198
S01_1482512,S01_56812735,1.371150588102059e-5,55330223,lg.1,55.330223
S01_56812735,S01_1482512,NA,55330223,lg.1,55.330223
S01_683307,S01_56025102,5.246151148116808e-4,55341795,lg.1,55.341795
S01_56025102,S01_683307,NA,55341795,lg.1,55.341795
S01_1433706,S01_56782521,0.03671532946577946,55348815,lg.1,55.348815
S01_56782521,S01_1433706,NA,55348815,lg.1,55.348815
S01_1433706,S01_56782528,0.03671532946577946,55348822,lg.1,55.348822
S01_56782528,S01_1433706,NA,55348822,lg.1,55.348822
S01_1433706,S01_56782542,0.03671532946577946,55348836,lg.1,55.348836
S01_56782542,S01_1433706,NA,55348836,lg.1,55.348836
S01_1314461,S01_56670080,0.014657292917905317,55355619,lg.1,55.355619
S01_56670080,S01_1314461,NA,55355619,lg.1,55.355619
S01_1314461,S01_56670116,0.014657292917905317,55355655,lg.1,55.355655
S01_56670116,S01_1314461,NA,55355655,lg.1,55.355655
S01_669257,S01_56025102,6.179956318973298e-4,55355845,lg.1,55.355845
S01_56025102,S01_669257,NA,55355845,lg.1,55.355845
S01_651047,S01_56025102,4.0523008708976457e-4,55374055,lg.1,55.374055
S01_56025102,S01_651047,NA,55374055,lg.1,55.374055
S01_1433706,S01_56812275,0.08326082405966807,55378569,lg.1,55.378569
S01_56812275,S01_1433706,NA,55378569,lg.1,55.378569
S01_1433706,S01_56812323,0.006313130136887362,55378617,lg.1,55.378617
S01_56812323,S01_1433706,NA,55378617,lg.1,55.378617
S01_1433706,S01_56812335,3.948607832466349e-4,55378629,lg.1,55.378629
S01_56812335,S01_1433706,NA,55378629,lg.1,55.378629
S01_1433706,S01_56812735,0.006945555333750433,55379029,lg.1,55.379029
S01_56812735,S01_1433706,NA,55379029,lg.1,55.379029
S01_294507,S01_55692513,0.04054636202884638,55398006,lg.1,55.398006
S01_55692513,S01_294507,NA,55398006,lg.1,55.398006
S01_293924,S01_55692513,0.06064816171860232,55398589,lg.1,55.398589
S01_55692513,S01_293924,NA,55398589,lg.1,55.398589
S01_293684,S01_55692513,0.06691047083657055,55398829,lg.1,55.398829
S01_55692513,S01_293684,NA,55398829,lg.1,55.398829
S01_469982,S01_55879240,0.03879627349242208,55409258,lg.1,55.409258
S01_55879240,S01_469982,NA,55409258,lg.1,55.409258
S01_455187,S01_55879240,7.8163303144979e-6,55424053,lg.1,55.424053
S01_55879240,S01_455187,NA,55424053,lg.1,55.424053
S01_955471,S01_56381361,0.06347386763714291,55425890,lg.1,55.42589
S01_56381361,S01_955471,NA,55425890,lg.1,55.42589
S01_955453,S01_56381361,0.06347386763714291,55425908,lg.1,55.425908
S01_56381361,S01_955453,NA,55425908,lg.1,55.425908
S01_598334,S01_56025102,0.0031508750329698218,55426768,lg.1,55.426768
S01_56025102,S01_598334,NA,55426768,lg.1,55.426768
S01_1314461,S01_56756596,0.03319959235565158,55442135,lg.1,55.442135
S01_56756596,S01_1314461,NA,55442135,lg.1,55.442135
S01_1314461,S01_56756639,0.10940245325197007,55442178,lg.1,55.442178
S01_56756639,S01_1314461,NA,55442178,lg.1,55.442178
S01_1314461,S01_56782521,0.01919526497103035,55468060,lg.1,55.46806
S01_56782521,S01_1314461,NA,55468060,lg.1,55.46806
S01_1314461,S01_56782528,0.01919526497103035,55468067,lg.1,55.468067
S01_56782528,S01_1314461,NA,55468067,lg.1,55.468067
S01_1314461,S01_56782542,0.01919526497103035,55468081,lg.1,55.468081
S01_56782542,S01_1314461,NA,55468081,lg.1,55.468081
S01_393862,S01_55879240,7.566770173622007e-4,55485378,lg.1,55.485378
S01_55879240,S01_393862,NA,55485378,lg.1,55.485378
S01_385095,S01_55879240,7.843375252430129e-4,55494145,lg.1,55.494145
S01_55879240,S01_385095,NA,55494145,lg.1,55.494145
S01_385049,S01_55879240,0.0011187310771789858,55494191,lg.1,55.494191
S01_55879240,S01_385049,NA,55494191,lg.1,55.494191
S01_382258,S01_55879240,2.944190700904386e-4,55496982,lg.1,55.496982
S01_55879240,S01_382258,NA,55496982,lg.1,55.496982
S01_1314461,S01_56812275,0.03518210341966092,55497814,lg.1,55.497814
S01_56812275,S01_1314461,NA,55497814,lg.1,55.497814
S01_1314461,S01_56812323,0.0019387014976300465,55497862,lg.1,55.497862
S01_56812323,S01_1314461,NA,55497862,lg.1,55.497862
S01_1314461,S01_56812335,1.2262969395796262e-4,55497874,lg.1,55.497874
S01_56812335,S01_1314461,NA,55497874,lg.1,55.497874
S01_1314461,S01_56812735,0.003949191564606504,55498274,lg.1,55.498274
S01_56812735,S01_1314461,NA,55498274,lg.1,55.498274
S01_378527,S01_55879240,3.233304256250087e-4,55500713,lg.1,55.500713
S01_55879240,S01_378527,NA,55500713,lg.1,55.500713
S01_156650,S01_55692513,0.0026432670254104788,55535863,lg.1,55.535863
S01_55692513,S01_156650,NA,55535863,lg.1,55.535863
S01_153541,S01_55692513,5.157227051729884e-4,55538972,lg.1,55.538972
S01_55692513,S01_153541,NA,55538972,lg.1,55.538972
S01_955471,S01_56497079,0.010256993674605887,55541608,lg.1,55.541608
S01_56497079,S01_955471,NA,55541608,lg.1,55.541608
S01_955453,S01_56497079,0.010256993674605887,55541626,lg.1,55.541626
S01_56497079,S01_955453,NA,55541626,lg.1,55.541626
S01_839570,S01_56381361,0.07326354409463419,55541791,lg.1,55.541791
S01_56381361,S01_839570,NA,55541791,lg.1,55.541791
S01_827682,S01_56381361,0.029462744341305847,55553679,lg.1,55.553679
S01_56381361,S01_827682,NA,55553679,lg.1,55.553679
S01_469982,S01_56025102,5.039045208208843e-4,55555120,lg.1,55.55512
S01_56025102,S01_469982,NA,55555120,lg.1,55.55512
S01_955471,S01_56514285,0.0012321776984922789,55558814,lg.1,55.558814
S01_56514285,S01_955471,NA,55558814,lg.1,55.558814
S01_955453,S01_56514285,0.0012321776984922789,55558832,lg.1,55.558832
S01_56514285,S01_955453,NA,55558832,lg.1,55.558832
S01_955471,S01_56521310,0.08027831734598168,55565839,lg.1,55.565839
S01_56521310,S01_955471,NA,55565839,lg.1,55.565839
S01_955453,S01_56521310,0.08027831734598168,55565857,lg.1,55.565857
S01_56521310,S01_955453,NA,55565857,lg.1,55.565857
S01_811792,S01_56381361,0.074771364318459,55569569,lg.1,55.569569
S01_56381361,S01_811792,NA,55569569,lg.1,55.569569
S01_455187,S01_56025102,0.00996992085118969,55569915,lg.1,55.569915
S01_56025102,S01_455187,NA,55569915,lg.1,55.569915
S01_294507,S01_55879240,0.005909696726500999,55584733,lg.1,55.584733
S01_55879240,S01_294507,NA,55584733,lg.1,55.584733
S01_293924,S01_55879240,0.0011257019633219864,55585316,lg.1,55.585316
S01_55879240,S01_293924,NA,55585316,lg.1,55.585316
S01_293684,S01_55879240,1.0553088096200086e-6,55585556,lg.1,55.585556
S01_55879240,S01_293684,NA,55585556,lg.1,55.585556
S01_955471,S01_56561984,0.007339564431478928,55606513,lg.1,55.606513
S01_56561984,S01_955471,NA,55606513,lg.1,55.606513
S01_955453,S01_56561984,0.007339564431478928,55606531,lg.1,55.606531
S01_56561984,S01_955453,NA,55606531,lg.1,55.606531
S01_393862,S01_56025102,6.716710501877975e-4,55631240,lg.1,55.63124
S01_56025102,S01_393862,NA,55631240,lg.1,55.63124
S01_385095,S01_56025102,0.006725355669398857,55640007,lg.1,55.640007
S01_56025102,S01_385095,NA,55640007,lg.1,55.640007
S01_385049,S01_56025102,3.696004337620658e-4,55640053,lg.1,55.640053
S01_56025102,S01_385049,NA,55640053,lg.1,55.640053
S01_382258,S01_56025102,0.0010909693671680104,55642844,lg.1,55.642844
S01_56025102,S01_382258,NA,55642844,lg.1,55.642844
S01_378527,S01_56025102,5.993589522108953e-4,55646575,lg.1,55.646575
S01_56025102,S01_378527,NA,55646575,lg.1,55.646575
S01_955471,S01_56603301,0.006562105373272138,55647830,lg.1,55.64783
S01_56603301,S01_955471,NA,55647830,lg.1,55.64783
S01_955471,S01_56603303,0.006562105373272138,55647832,lg.1,55.647832
S01_56603303,S01_955471,NA,55647832,lg.1,55.647832
S01_955453,S01_56603301,0.006562105373272138,55647848,lg.1,55.647848
S01_56603301,S01_955453,NA,55647848,lg.1,55.647848
S01_955453,S01_56603303,0.006562105373272138,55647850,lg.1,55.64785
S01_56603303,S01_955453,NA,55647850,lg.1,55.64785
S01_839570,S01_56497079,0.0022429819545128505,55657509,lg.1,55.657509
S01_56497079,S01_839570,NA,55657509,lg.1,55.657509
S01_827682,S01_56497079,0.002608812438559694,55669397,lg.1,55.669397
S01_56497079,S01_827682,NA,55669397,lg.1,55.669397
S01_839570,S01_56514285,0.0023120449563925716,55674715,lg.1,55.674715
S01_56514285,S01_839570,NA,55674715,lg.1,55.674715
S01_839570,S01_56521310,3.2862200439251303e-4,55681740,lg.1,55.68174
S01_56521310,S01_839570,NA,55681740,lg.1,55.68174
S01_811792,S01_56497079,0.006237402141621462,55685287,lg.1,55.685287
S01_56497079,S01_811792,NA,55685287,lg.1,55.685287
S01_827682,S01_56514285,7.618977965686858e-4,55686603,lg.1,55.686603
S01_56514285,S01_827682,NA,55686603,lg.1,55.686603
S01_827682,S01_56521310,0.018579526034710442,55693628,lg.1,55.693628
S01_56521310,S01_827682,NA,55693628,lg.1,55.693628
S01_683307,S01_56381361,0.002158056661952668,55698054,lg.1,55.698054
S01_56381361,S01_683307,NA,55698054,lg.1,55.698054
S01_811792,S01_56514285,3.1901092764324324e-5,55702493,lg.1,55.702493
S01_56514285,S01_811792,NA,55702493,lg.1,55.702493
S01_811792,S01_56521310,0.09456978906901142,55709518,lg.1,55.709518
S01_56521310,S01_811792,NA,55709518,lg.1,55.709518
S01_669257,S01_56381361,0.02423970232429845,55712104,lg.1,55.712104
