,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND14,IND15,IND16,IND17,IND18,IND19,IND20,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND30,IND31,IND32,IND33,IND34,IND35,IND36,IND37,IND38,IND39,IND40,IND41,IND42,IND43,IND44,IND45,IND46,IND47,IND48,IND49,IND50,IND51,IND52,IND53,IND54,IND55,IND56,IND57,IND58,IND59,IND60,IND61,IND62,IND63,IND64,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND78,IND79,IND80,IND81,IND82,IND83,IND84,IND85,IND86,IND87
JHI_Hv50k_2016_464377,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,B,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,-,A,A,-,A,A,B,B,B,A,A,B,A,A,B,A,A,A,A,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,A,A
JHI_Hv50k_2016_464578,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,B,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,A,A,-,A,A,B,B,B,A,-,B,A,A,B,A,A,A,A,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,-,-
JHI_Hv50k_2016_464826,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,B,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,A,B,B,A,A,B,A,A,-,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,A
JHI_Hv50k_2016_464944,A,B,-,B,B,B,B,A,B,-,A,-,B,B,A,B,A,-,B,A,A,B,A,A,-,B,-,A,A,B,B,-,-,B,-,-,A,-,A,A,-,B,-,A,-,-,A,A,-,A,A,-,-,A,A,A,-,-,-,B,A,A,-,-,A,A,A,A,A,-,A,-,A,A,-,-,A,B,B,-,A,A,-,-,A,B,A
JHI_Hv50k_2016_464958,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,B,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,-,-,A,-,A,A,B,B,B,-,-,B,A,A,B,A,A,-,-,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,-,-
JHI_Hv50k_2016_464982,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,B,A,-,A,A,B,B,B,A,-,B,A,A,B,A,A,B,-,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,-,A
JHI_Hv50k_2016_464984,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,A,-,B,A,A,B,A,A,-,-,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,A
JHI_Hv50k_2016_465367,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,A,A,-,A,A,B,B,B,A,-,B,A,A,B,A,A,-,B,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,A
JHI_Hv50k_2016_465406,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,-,-,B,A,A,B,A,A,B,B,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,-,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,-
JHI_Hv50k_2016_465418,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,-,B,B,A,A,B,A,A,-,B,A,A,A,B,B,B,B,-,A,B,B,A,A,A,A,-,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,-
JHI_Hv50k_2016_465421,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,A,A,A,-,A,A,B,B,B,A,A,B,A,A,B,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,-,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,A,A
JHI_Hv50k_2016_465438,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,-,A,A,A,B,A,A,-,B,-,A,A,B,B,B,-,B,B,A,A,-,A,A,-,-,-,A,B,-,A,A,-,A,A,-,B,A,A,A,-,B,-,B,A,-,-,-,A,A,A,A,A,-,A,-,A,A,-,-,A,B,B,-,A,A,-,B,A,B,-
JHI_Hv50k_2016_465498,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,-,-,B,A,A,B,A,A,B,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,-
JHI_Hv50k_2016_466668,A,B,-,B,A,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,A,A,-,A,A,B,B,B,A,B,B,A,A,B,A,A,-,B,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,A
JHI_Hv50k_2016_467042,A,B,-,B,B,-,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,-,B,B,B,B,B,A,A,B,A,A,B,-,A,A,A,B,B,B,-,-,A,B,B,A,A,A,A,-,-,A,-,A,A,B,-,A,B,-,B,A,A,-,B,A,B,B
JHI_Hv50k_2016_467141,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,A,A,-,A,A,B,B,B,A,B,B,A,A,B,A,A,-,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,A
JHI_Hv50k_2016_467279,A,B,-,B,B,-,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,B,A,B,B,B,A,-,B,A,A,B,A,A,-,-,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,-,-
JHI_Hv50k_2016_468551,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,A,A,-,A,A,B,B,B,A,B,B,A,A,B,A,A,-,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,B,B,A,B,A
JHI_Hv50k_2016_468564,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,A,A,-,A,A,-,B,-,A,B,-,A,A,-,A,A,-,B,A,A,A,-,B,B,B,A,A,B,-,A,A,A,A,A,-,A,-,A,A,B,-,A,B,B,-,A,A,B,B,A,B,A
JHI_Hv50k_2016_468906,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,-,A,A,-,A,A,B,B,B,A,B,B,A,A,B,B,A,-,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_468975,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,-,-,B,A,A,B,B,A,B,-,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_469069,A,B,-,B,B,B,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,A,B,B,A,A,B,B,A,-,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_469092,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,B,B,-,B,B,-,A,-,A,A,B,B,B,-,-,B,A,A,B,B,A,A,B,A,A,A,B,B,B,B,-,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_470283,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,-,A,A,A,B,B,B,B,A,B,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_470398,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_470691,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_471439,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,A,A,B,B,A,B,A,B,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_471901,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,A,A,B,B,A,B,A,B,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_472207,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,B,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,A,A,B,B,A,B,A,B,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_472384,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,A,A,B,B,A,B,A,B,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_472770,A,B,-,B,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,-,-,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,A,B,B,A,A,A,A,A,-,B,A,-,A,A,B,-,A,B,B,B,A,-,A,B,A,B,-
JHI_Hv50k_2016_472789,A,B,-,A,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,A,B,B,A,A,A,A,A,A,B,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,-
JHI_Hv50k_2016_473172,A,B,-,A,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,-,B,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_473319,-,B,-,-,A,-,B,-,A,B,-,-,B,A,-,A,-,B,-,-,-,B,-,-,-,B,B,-,-,B,-,B,-,A,B,-,-,-,-,-,A,B,A,-,B,-,A,-,B,B,-,A,B,A,A,-,B,B,-,B,-,A,B,-,A,-,-,-,-,-,-,-,-,-,B,-,-,B,B,B,-,-,-,B,-,B,-
JHI_Hv50k_2016_473439,A,B,-,A,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_474421,A,B,-,A,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_474577,A,B,-,A,B,A,B,A,B,B,A,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,B,A,-,A,A,B,B,B,-,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_474953,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_474991,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,-,B,B,-,-,A,A,A,-,B,A,-,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_475035,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_475313,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_475326,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,-,B,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_475459,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,A,-,B,B,A,A,B,A,B,-,B,A,A,A,-,A,A,B,B,B,A,A,A,A,A,B,B,A,A,A,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,A,A
JHI_Hv50k_2016_475638,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_475700,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,-,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,-,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_475721,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,-,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_477141,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_477176,B,B,-,-,B,A,B,A,B,B,B,-,B,B,-,B,-,B,A,A,-,B,A,B,-,B,B,A,A,B,A,B,-,B,-,-,A,-,A,A,B,B,-,-,-,A,A,A,B,B,-,-,-,A,B,A,B,B,-,B,-,A,B,A,A,-,-,A,A,A,A,-,A,-,B,-,A,B,B,B,A,A,A,B,A,-,-
JHI_Hv50k_2016_477211,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_477532,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_477622,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_477827,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,B,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_477881,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,A,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_477938,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_478027,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,-,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_478101,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_478140,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,-
JHI_Hv50k_2016_478155,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,-,A,B,A,B,B,A,B,-,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,-,A
JHI_Hv50k_2016_478260,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,A,A,A,A,B,B,A,A,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_478267,-,-,-,A,B,A,-,A,B,B,B,-,B,-,A,-,A,-,A,A,A,B,A,-,-,-,-,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,-,A,B,A,A,A,B,B,A,-,-,A,-,A,-,B,A,-,-,A,-,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,-,A,A,A,-,A,B,-
JHI_Hv50k_2016_478318,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_478345,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_478366,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,-,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,A,A,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,A,-
JHI_Hv50k_2016_478665,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,-,-,A,A,A,B,B,A,B,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_478689,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,-,A,B,B,B,A,-,A,A,A,B,B,-,-,B,A,B,A,B,B,-,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_478738,B,-,-,A,B,A,-,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,-,A,A,-,A,B,-,-,-,A,A,-,A,A,B,B,B,A,-,A,A,A,-,B,A,-,-,A,B,A,B,B,A,B,B,A,-,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,-,A,A,A,B,A,B,-
JHI_Hv50k_2016_478809,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,-,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_478917,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,-,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,-,-,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,-
JHI_Hv50k_2016_478948,-,-,-,B,B,B,B,B,B,B,B,-,B,B,A,B,B,B,A,A,B,B,B,B,-,B,B,A,B,B,B,-,-,B,B,A,A,-,A,A,B,B,B,B,-,B,A,B,B,B,B,-,B,B,B,A,B,-,B,B,-,A,-,B,A,B,B,B,B,B,B,-,A,B,B,-,A,B,B,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_479018,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,-,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
JHI_Hv50k_2016_479116,B,B,-,A,B,A,B,A,B,B,B,-,B,B,A,B,A,B,A,A,A,B,A,B,-,B,B,A,A,B,A,B,-,B,B,A,A,-,A,A,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,-,A,A,B,-,A,B,B,B,A,A,A,B,A,B,A
